steps,delta_training_time_ms,episode_reward
700000,15364.942073822021,193.3422496569121
705000,15457.086563110352,274.337970662297
710000,15416.019439697266,274.4271672068945
715000,15396.07572555542,270.1935836782035
720000,15397.97592163086,270.64532142259327
725000,15453.049898147583,254.6625658600553
730000,15441.084384918213,272.7712611964677
735000,15462.969303131104,271.63688763094194
740000,15312.012195587158,276.05597034038936
745000,15368.164539337158,285.13789363686453
750000,15350.091695785522,283.63920820198973
755000,15540.0710105896,231.72099877219705
760000,15375.102043151855,226.65926015933888
765000,15560.043096542358,279.99975541810244
770000,15485.04900932312,268.2544063101718
775000,15429.092407226562,272.8689958783048
780000,15434.04221534729,197.40389848394403
785000,15363.020181655884,204.97864797536522
790000,15736.23251914978,288.19111900042344
795000,15487.017393112183,272.4021353196755
800000,15406.034708023071,286.2860362729282
805000,15393.091201782227,290.8154682370262
810000,15665.103673934937,277.225578575922
815000,15326.098442077637,296.4270661475262
820000,15433.183431625366,253.58542180170633
825000,15475.995540618896,256.21953835506105
830000,15486.15574836731,249.82683641433016
835000,15546.865701675415,297.4156913426351
840000,15541.05544090271,224.2548792980106
845000,15307.964324951172,313.304067022569
850000,15615.145444869995,309.4394364390515
855000,15383.97479057312,283.72914122550736
860000,15551.102876663208,232.26153082987344
865000,15535.91275215149,294.8565513237459
870000,15377.055644989014,241.2164326465321
875000,15496.976137161255,308.1700796293564
880000,15334.147691726685,303.56868583589846
885000,15578.023672103882,325.425810850146
890000,15314.977884292603,334.5253728576829
895000,15333.946704864502,306.7517912162765
900000,15473.021984100342,215.49217363491437
905000,15661.035537719727,280.53866434688916
910000,15306.970119476318,320.90742032198193
915000,15289.0944480896,312.31399320925254
920000,15687.034368515015,237.33631473734215
925000,15391.10541343689,321.7910289249018
930000,15565.083265304565,265.2240728390824
935000,15704.054117202759,337.71782039190816
940000,15515.021562576294,359.4669816091014
945000,15404.053926467896,260.9945259584015
950000,15557.204723358154,238.6252155340679
955000,15604.00366783142,325.1677813545315
960000,15509.010314941406,325.7415489342562
965000,15561.919689178467,346.45980532616784
970000,15386.022329330444,302.822075815022
975000,15446.054935455322,307.1583688356969
980000,15428.090810775757,204.08197814187082
985000,15585.901737213135,222.67397094307972
990000,15511.137962341309,286.1555955829999
995000,15454.996347427368,324.5931427901114
1000000,15425.013065338135,286.50713587114905
1005000,15373.030185699463,240.8757008049241
1010000,15351.086854934692,282.53863589091986
1015000,15463.073015213013,341.6798618587488
1020000,15455.141544342041,346.2430390165965
1025000,15545.061111450195,378.0404678926083
1030000,15346.91834449768,424.7239463689222
1035000,15281.006574630737,492.0652622613073
1040000,15380.051374435425,410.0787910441308
1045000,15452.021598815918,498.8492566989148
1050000,15451.011896133423,498.9162888301705
1055000,15493.065357208252,405.94899554872273
1060000,15551.003456115723,533.7611266624344
1065000,15287.05883026123,525.7391279120392
1070000,15354.089975357056,479.3898644534669
1075000,15433.202743530273,497.79013133961246
1080000,15558.102369308472,457.98211847987454
1085000,15558.106422424316,405.266965460399
1090000,15314.106225967407,403.1906779189075
1095000,15321.13528251648,433.6157437117701
1100000,15414.149522781372,412.934203241596
1105000,15642.07124710083,444.77085912373303
1110000,15489.052534103394,315.92695194523424
1115000,15461.127758026123,415.95092461338925
1120000,15715.104579925537,416.1025719912314
1125000,15613.074779510498,425.1510566617017
1130000,15376.11436843872,373.433220286184
1135000,15294.983386993408,414.09089011749177
1140000,15692.118644714355,392.4152252802949
1145000,15621.130466461182,373.7023378190219
1150000,15510.916948318481,343.9421386296186
1155000,15358.014345169067,371.67657120890937
1160000,15292.966842651367,374.4951547293601
1165000,15332.174062728882,352.33297232879625
1170000,15434.124231338501,370.52690102306775
1175000,15384.068727493286,366.6034388881996
1180000,15379.00424003601,356.2414974925403
1185000,15411.022663116455,376.6519176385311
1190000,15519.00339126587,414.43891359350835
1195000,15584.026575088501,416.42497853692896
1200000,15258.955717086792,322.66974653038733
1205000,15440.973997116089,376.19844153381575
1210000,15299.06439781189,441.7890180047726
1215000,15376.2047290802,440.0850583301531
1220000,15326.914072036743,464.4298946922139
1225000,15435.183048248291,465.5476036102629
1230000,15317.070722579956,492.02691671525537
1235000,15264.103412628174,528.0907354592297
1240000,15216.88437461853,545.2865438188136
1245000,15215.064287185669,1202.3080439863309
1250000,15263.059139251709,996.3210807682541
1255000,15285.163640975952,690.702168201881
1260000,15452.02922821045,735.7191308118429
1265000,15260.188341140747,1090.8966615992586
1270000,15163.912534713745,12401.21619307659
1275000,15027.092456817627,4980.813482338908
1280000,15035.14838218689,2192.508973637487
1285000,15046.076774597168,1418.1517423239181
1290000,15050.00925064087,1360.1073173509426
1295000,15231.180667877197,1617.0286169485325
1300000,15185.978651046753,1715.369800710557
1305000,15448.132514953613,2291.4158409425395
1310000,15179.112195968628,956.5418693088141
1315000,15355.11565208435,997.6038451057989
1320000,15249.008893966675,652.4439554829987
1325000,15148.066520690918,798.785280918913
1330000,15354.072332382202,701.0654551757381
1335000,15249.10044670105,725.0086422852735
1340000,15378.088235855103,756.0932104613062
1345000,15184.975147247314,702.1807849627438
1350000,15259.04369354248,595.5562705354125
1355000,15222.969770431519,578.2630109852181
1360000,15251.036643981934,798.2386120071715
1365000,15329.999923706055,538.835947555198
1370000,15275.052070617676,729.0190565840034
1375000,15341.022491455078,738.1418012603472
1380000,15341.158151626587,712.6506342226673
1385000,15352.08511352539,811.8440037125765
1390000,15259.100198745728,758.5449081122463
1395000,15536.951065063477,787.8660585896736
1400000,15342.042922973633,885.6359517473733
1405000,15243.064403533936,1057.2425969274384
1410000,15334.074974060059,851.2306322250621
1415000,15368.109703063965,1054.0777496757592
1420000,15267.045497894287,992.0699600567581
1425000,15231.039762496948,2363.5606956766583
1430000,15296.175718307495,1913.544255633584
1435000,15315.253019332886,2912.1134107629655
1440000,15078.254699707031,1310.0038254856222
1445000,15244.056701660156,1277.5540582423919
1450000,15292.974948883057,1271.3410405312425
1455000,15265.937566757202,1168.7295144921368
1460000,15197.03221321106,1293.9878671412018
1465000,15239.118337631226,1289.1607207774653
1470000,15158.114910125732,1420.889473751616
1475000,15184.148073196411,1582.89746637631
1480000,15108.12258720398,6711.386653284206
1485000,15045.243740081787,3189.3991249533183
1490000,15078.14359664917,707.3579386862979
1495000,15080.048084259033,661.4765013142429
1500000,15469.1321849823,789.6027679104803
1505000,15349.941968917847,590.4899253132402
1510000,15310.045957565308,605.9671502916378
1515000,15296.242713928223,588.2585513468143
1520000,15242.010354995728,579.9330352732578
1525000,15300.153017044067,771.939247166211
1530000,15322.050094604492,567.1347883501546
1535000,15536.970376968384,679.2900910130655
1540000,15168.043613433838,645.1372167160998
1545000,15383.167028427124,641.144922948445
1550000,15168.047428131104,529.4278608704171
1555000,15570.006132125854,521.4305014028524
1560000,15266.024112701416,640.6309029620571
1565000,15346.031904220581,557.2467554034787
1570000,15277.02283859253,817.1940560841058
1575000,15378.001928329468,630.1267144551443
1580000,15371.169090270996,562.9614086057998
1585000,15450.075149536133,1617.4926138125659
1590000,15420.041561126709,1142.5553948674433
1595000,15194.061756134033,666.8160991815582
1600000,15399.194478988647,1649.337808811413
1605000,15260.014533996582,653.739114721662
1610000,15423.1538772583,793.4009996446041
1615000,15401.062488555908,1107.5292710560911
1620000,15242.09713935852,1059.0309630109869
1625000,15227.118492126465,982.4261424232354
1630000,15223.089933395386,989.7449068874329
1635000,15272.079706192017,892.7517042657491
1640000,15190.102338790894,1046.305478187862
1645000,15171.013355255127,900.426446420878
1650000,15331.09164237976,883.075576790412
1655000,15424.152374267578,1865.753437163971
1660000,15726.155281066895,962.6492632789043
1665000,15302.12426185608,1754.6014871433329
1670000,15573.089599609375,1327.2115467228807
1675000,15540.07601737976,1138.1786077261643
1680000,15155.165195465088,1058.6538849582807
1685000,15205.16061782837,1271.3687476423147
1690000,15291.188716888428,683.2965953100455
1695000,15375.035762786865,1015.7924328493793
1700000,15281.083822250366,968.2713339870951
1705000,16004.996538162231,621.7599551151894
1710000,15736.188411712646,495.2157405956293
1715000,15445.1162815094,2392.307652448374
1720000,15412.702083587646,536.0881961783281
1725000,15369.121313095093,585.6431962286488
1730000,15780.136585235596,759.804284805129
1735000,15869.980335235596,768.9924608765737
1740000,15393.007755279541,626.2201765242698
1745000,15551.126480102539,702.4499059135987
1750000,15568.05682182312,666.4947549476318
1755000,15692.085027694702,1387.806743004885
1760000,15396.137714385986,565.946533696628
1765000,15319.99158859253,1532.6120770864343
1770000,15255.051851272583,1278.7258773935841
1775000,15820.142984390259,601.8660505491453
1780000,15728.929042816162,559.6726263266293
1785000,15464.107751846313,2002.4178637725613
1790000,15299.17311668396,2475.1842712840216
1795000,15289.08371925354,548.9122031555509
1800000,15261.918306350708,848.8205922012821
1805000,15285.040140151978,627.600106101775
1810000,15356.968641281128,5156.317938438054
1815000,15089.043855667114,1942.2460602713172
1820000,16032.253980636597,615.4097732032701
1825000,15599.920272827148,2361.3393093153654
1830000,15709.117650985718,1639.742277156106
1835000,16207.265138626099,2353.2496907178024
1840000,15674.952745437622,554.001543298562
1845000,15385.914087295532,2341.6090733316896
1850000,15401.136636734009,2041.7659676620851
1855000,16002.098798751831,1616.8659783896508
1860000,16358.104944229126,1848.7017881287475
1865000,15743.069648742676,563.1043626524157
1870000,15906.10671043396,1705.1946516557084
1875000,15693.099021911621,2322.718686685877
1880000,16762.058973312378,578.7377968970512
1885000,16180.972814559937,1877.8477869667158
1890000,15805.04322052002,551.9590538795371
1895000,15671.10824584961,1487.7246134191041
1900000,15906.047821044922,1793.516054134039
1905000,15757.044553756714,1533.7994559387823
1910000,15563.183307647705,1198.609772926416
1915000,15767.156600952148,647.1209914080999
1920000,15828.036069869995,1371.7201071661998
1925000,15517.176389694214,1273.7782378998588
1930000,16010.082006454468,1212.938293896747
1935000,16025.076627731323,648.0224588604088
1940000,15710.072755813599,1152.218071320542
1945000,15899.067163467407,521.6367138378291
1950000,15997.032403945923,520.7558207736764
1955000,15743.99733543396,580.1512424482746
1960000,16159.049034118652,573.9909787143805
1965000,15836.121320724487,528.4171922607236
1970000,16251.044988632202,633.3279511832174
1975000,15719.119310379028,629.1080826477146
1980000,15539.990425109863,548.2993123581498
1985000,15414.010524749756,546.6904522231588
1990000,15482.194662094116,784.4476907555311
1995000,15406.17060661316,609.2465761427205
2000000,15455.171585083008,587.4301329268541
2005000,15348.00934791565,574.7870786632963
2010000,15355.000495910645,608.1764681966005
2015000,15729.05969619751,574.8285229592435
2020000,15986.082315444946,606.5089609005748
2025000,15883.111715316772,1143.097567050151
2030000,15551.188230514526,811.4603420486635
2035000,16035.098314285278,769.7657327983735
2040000,16371.1678981781,855.2641989694987
2045000,15692.138671875,657.8823225769381
2050000,15767.896890640259,488.7002062859125
2055000,15476.099014282227,413.79581231795805
2060000,15568.118572235107,636.4929976801774
2065000,15716.13073348999,750.283091706751
2070000,15551.14722251892,672.5754655908966
2075000,15836.941957473755,599.911479181792
2080000,15772.135257720947,537.474967622118
2085000,15609.090328216553,729.7859028133644
2090000,15611.993551254272,552.6406904668864
2095000,15732.0876121521,693.9915713667949
2100000,17182.015657424927,763.5989773852476
2105000,15925.154685974121,560.0113698536516
2110000,16885.10489463806,578.2713360759343
2115000,15980.993032455444,726.9429199950783
2120000,15823.066234588623,781.2254919500211
2125000,15980.090141296387,735.1302486052635
2130000,15678.166389465332,1064.641423418001
2135000,15584.990978240967,829.1261119232054
2140000,15650.163412094116,918.1791859318164
2145000,15968.011140823364,493.99361503063534
2150000,15573.137044906616,359.54090297786627
2155000,15713.960647583008,379.9078585225746
2160000,15868.03412437439,812.3504441574686
2165000,15880.081176757812,331.76299970550457
2170000,15885.117292404175,398.28724259771974
2175000,16072.956323623657,1127.8365307130034
2180000,16072.989702224731,737.1663555796473
2185000,15774.02949333191,818.214334992467
2190000,16092.085599899292,754.269522263431
2195000,15964.978456497192,1013.409491977227
